[2026-05-17T11:11:31.938Z] === MORSALL SERVER v2 STARTING ===
[2026-05-17T11:11:31.939Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-17T11:11:31.951Z] Loaded .env.production
[2026-05-18T19:06:41.220Z] === MORSALL SERVER v2 STARTING ===
[2026-05-18T19:06:41.221Z] Generating Prisma Client (binary engine)...
[2026-05-18T19:06:41.227Z] Error generating Prisma: Command failed: npx prisma generate
[2026-05-18T19:06:41.227Z] Starting one-time copy of static files...
[2026-05-18T19:06:41.299Z] Successfully copied static files!
[2026-05-18T19:06:41.299Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-18T19:06:41.313Z] Loaded .env.production
[2026-05-18T19:06:41.313Z] Using DATABASE_URL: mysql://u754458241_Kanan:****@127.0.0.1/u754458241_Kanan?connection_limit=10
[2026-05-18T19:06:41.313Z] DATABASE_URL set: true
[2026-05-18T19:06:41.313Z] NEXTAUTH_URL: https://morsall.com
[2026-05-18T19:06:41.313Z] PORT from env: 
[2026-05-18T19:06:41.313Z] UPLOAD_DIR: 
[2026-05-18T19:06:41.713Z] Server running on port 3000
[2026-05-18T19:06:41.713Z] Uploads served from: /home/u754458241/domains/morsall.com/nodejs/public/uploads
[2026-05-18T19:06:41.716Z] REQ: GET /
[2026-05-18T19:06:42.475Z] REQ: GET /
[2026-05-18T19:07:25.719Z] === MORSALL SERVER v2 STARTING ===
[2026-05-18T19:07:25.720Z] Generating Prisma Client (binary engine)...
[2026-05-18T19:07:25.726Z] Error generating Prisma: Command failed: npx prisma generate
[2026-05-18T19:07:25.726Z] Starting one-time copy of static files...
[2026-05-18T19:07:25.796Z] Successfully copied static files!
[2026-05-18T19:07:25.796Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-18T19:07:25.808Z] Loaded .env.production
[2026-05-18T19:07:25.808Z] Using DATABASE_URL: mysql://u754458241_Kanan:****@127.0.0.1/u754458241_Kanan?connection_limit=10
[2026-05-18T19:07:25.809Z] DATABASE_URL set: true
[2026-05-18T19:07:25.809Z] NEXTAUTH_URL: https://morsall.com
[2026-05-18T19:07:25.809Z] PORT from env: 
[2026-05-18T19:07:25.809Z] UPLOAD_DIR: 
[2026-05-18T19:07:26.224Z] Server running on port 3000
[2026-05-18T19:07:26.224Z] Uploads served from: /home/u754458241/domains/morsall.com/nodejs/public/uploads
[2026-05-18T19:07:26.228Z] REQ: GET /
[2026-05-18T19:07:27.203Z] REQ: GET /api/categories
[2026-05-18T19:07:27.233Z] REQ: GET /api/site-config
[2026-05-18T19:07:27.239Z] REQ: GET /api/delivery-zones
[2026-05-18T19:07:27.243Z] REQ: GET /api/admin/settings/appearance
[2026-05-18T19:07:27.262Z] REQ: GET /api/auth/session
[2026-05-18T19:07:27.448Z] REQ: GET /payment/cod
[2026-05-18T19:08:06.237Z] REQ: GET /
[2026-05-18T19:08:16.127Z] REQ: GET /
[2026-05-18T19:08:16.266Z] REQ: GET /
[2026-05-18T19:09:19.611Z] REQ: GET /testimonials/
[2026-05-18T19:09:19.873Z] REQ: GET /testimonials
[2026-05-18T19:09:45.320Z] REQ: GET /
[2026-05-18T19:09:45.566Z] REQ: GET /api/admin/settings/appearance
[2026-05-18T19:09:45.592Z] REQ: GET /api/categories
[2026-05-18T19:09:45.600Z] REQ: GET /api/products
[2026-05-18T19:09:45.606Z] REQ: GET /api/products
[2026-05-18T19:09:45.614Z] REQ: GET /api/auth/session
[2026-05-18T19:09:45.620Z] REQ: GET /shop
[2026-05-18T19:09:45.681Z] REQ: GET /api/products
[2026-05-18T19:09:45.685Z] REQ: GET /api/products
[2026-05-18T19:09:45.693Z] REQ: GET /category/cat_fashion
[2026-05-18T19:09:45.702Z] REQ: GET /category/cat_electronics
[2026-05-18T19:09:45.707Z] REQ: GET /category/cat_beauty
[2026-05-18T19:09:45.713Z] REQ: GET /category/cat_sports
[2026-05-18T19:09:45.718Z] REQ: GET /category/cat_books
[2026-05-18T19:09:45.724Z] REQ: GET /api/categories
[2026-05-18T19:09:45.754Z] REQ: GET /api/site-config
[2026-05-18T19:09:45.758Z] REQ: GET /api/admin/settings/appearance
[2026-05-18T19:09:45.762Z] REQ: GET /api/delivery-zones
[2026-05-18T19:09:45.788Z] REQ: GET /category/cat_home
[2026-05-18T19:09:45.792Z] REQ: GET /category/cmp8cxz0v00013wd7uofn12yj
[2026-05-18T19:09:45.796Z] REQ: GET /category/cmp8cybse00033wd7sji9ak29
[2026-05-18T19:09:46.559Z] REQ: GET /product/cmp3b4z7m00013wpjw683x7hn
[2026-05-18T19:09:46.565Z] REQ: GET /product/cmp3dupq500033wyzsr35c86x
[2026-05-18T19:09:46.568Z] REQ: GET /product/cmp8cvlb700013wrctst78ghb
[2026-05-18T19:09:46.570Z] REQ: GET /product/cmp90jcon00013w2os0ijvt5s
[2026-05-18T19:09:46.573Z] REQ: GET /product/cmp9ytl9c00013wdpj390pspw
[2026-05-18T19:09:47.848Z] REQ: GET /
[2026-05-18T19:09:48.025Z] REQ: GET /api/admin/settings/appearance
[2026-05-18T19:09:48.028Z] REQ: GET /api/categories
[2026-05-18T19:09:48.030Z] REQ: GET /api/products
[2026-05-18T19:09:48.036Z] REQ: GET /api/products
[2026-05-18T19:09:48.040Z] REQ: GET /api/auth/session
[2026-05-18T19:09:48.060Z] REQ: GET /shop
[2026-05-18T19:09:48.102Z] REQ: GET /api/products
[2026-05-18T19:09:48.119Z] REQ: GET /api/products
[2026-05-18T19:09:48.122Z] REQ: GET /category/cat_fashion
[2026-05-18T19:09:48.127Z] REQ: GET /category/cat_beauty
[2026-05-18T19:09:48.130Z] REQ: GET /category/cat_electronics
[2026-05-18T19:09:48.134Z] REQ: GET /category/cat_sports
[2026-05-18T19:09:48.138Z] REQ: GET /category/cat_books
[2026-05-18T19:09:48.210Z] REQ: GET /category/cat_home
[2026-05-18T19:09:48.214Z] REQ: GET /category/cmp8cxz0v00013wd7uofn12yj
[2026-05-18T19:09:48.216Z] REQ: GET /category/cmp8cybse00033wd7sji9ak29
[2026-05-18T19:09:48.321Z] REQ: GET /api/categories
[2026-05-18T19:09:48.323Z] REQ: GET /api/site-config
[2026-05-18T19:09:48.327Z] REQ: GET /api/admin/settings/appearance
[2026-05-18T19:09:48.329Z] REQ: GET /api/delivery-zones
[2026-05-18T19:09:51.716Z] REQ: GET /api/auth/session
[2026-05-18T19:09:51.828Z] REQ: GET /api/admin/orders
[2026-05-18T19:09:51.857Z] REQ: GET /api/admin/stats
[2026-05-18T19:09:51.860Z] REQ: GET /api/admin/inventory
[2026-05-18T19:09:51.862Z] REQ: GET /api/admin/approvals
[2026-05-18T19:09:51.869Z] REQ: GET /api/admin/vendors
[2026-05-18T19:09:51.887Z] REQ: GET /api/admin/users
[2026-05-18T19:09:57.439Z] REQ: GET /
[2026-05-18T19:09:57.931Z] REQ: GET /api/admin/settings/appearance
[2026-05-18T19:09:57.960Z] REQ: GET /api/categories
[2026-05-18T19:09:57.966Z] REQ: GET /shop
[2026-05-18T19:09:57.973Z] REQ: GET /api/auth/session
[2026-05-18T19:09:57.976Z] REQ: GET /api/products
[2026-05-18T19:09:57.978Z] REQ: GET /api/products
[2026-05-18T19:09:58.048Z] REQ: GET /api/products
[2026-05-18T19:09:58.051Z] REQ: GET /api/products
[2026-05-18T19:09:58.073Z] REQ: GET /category/cat_fashion
[2026-05-18T19:09:58.075Z] REQ: GET /category/cat_electronics
[2026-05-18T19:09:58.077Z] REQ: GET /category/cat_beauty
[2026-05-18T19:09:58.079Z] REQ: GET /category/cat_sports
[2026-05-18T19:09:58.082Z] REQ: GET /category/cat_books
[2026-05-18T19:09:58.084Z] REQ: GET /api/categories
[2026-05-18T19:09:58.104Z] REQ: GET /api/delivery-zones
[2026-05-18T19:09:58.105Z] REQ: GET /api/admin/settings/appearance
[2026-05-18T19:09:58.107Z] REQ: GET /api/site-config
[2026-05-18T19:09:58.152Z] REQ: GET /category/cat_home
[2026-05-18T19:09:58.167Z] REQ: GET /category/cmp8cxz0v00013wd7uofn12yj
[2026-05-18T19:09:58.170Z] REQ: GET /category/cmp8cybse00033wd7sji9ak29
[2026-05-18T19:10:01.252Z] REQ: GET /api/auth/session
[2026-05-18T19:10:01.256Z] REQ: GET /api/categories
[2026-05-18T19:10:01.258Z] REQ: GET /api/admin/settings/appearance
[2026-05-18T19:10:01.259Z] REQ: GET /api/site-config
[2026-05-18T19:10:01.263Z] REQ: GET /api/delivery-zones
[2026-05-18T19:10:01.325Z] REQ: GET /api/admin/orders
[2026-05-18T19:10:01.328Z] REQ: GET /api/admin/stats
[2026-05-18T19:10:01.330Z] REQ: GET /api/admin/inventory
[2026-05-18T19:10:01.337Z] REQ: GET /api/admin/approvals
[2026-05-18T19:10:01.340Z] REQ: GET /api/admin/users
[2026-05-18T19:10:01.370Z] REQ: GET /api/admin/vendors
[2026-05-18T19:10:07.614Z] REQ: GET /api/admin/categories
[2026-05-18T19:10:08.702Z] REQ: GET /api/admin/attributes
[2026-05-18T19:10:32.110Z] REQ: GET /index.php
[2026-05-18T19:11:41.874Z] REQ: GET /api/auth/session
[2026-05-18T19:11:41.952Z] REQ: GET /api/admin/orders
[2026-05-18T19:11:41.983Z] REQ: GET /api/admin/stats
[2026-05-18T19:11:41.985Z] REQ: GET /api/admin/approvals
[2026-05-18T19:11:41.990Z] REQ: GET /api/admin/vendors
[2026-05-18T19:11:41.995Z] REQ: GET /api/admin/inventory
[2026-05-18T19:11:41.999Z] REQ: GET /api/admin/users
[2026-05-18T19:11:46.328Z] REQ: GET /api/admin/settings/appearance
[2026-05-18T19:11:50.559Z] REQ: GET /api/site-config
[2026-05-18T19:11:51.586Z] REQ: GET /api/admin/settings/appearance
[2026-05-18T19:11:57.048Z] REQ: GET /api/admin/delivery-zones
[2026-05-18T19:12:00.962Z] REQ: GET /api/admin/subscriptions/plans
[2026-05-18T19:12:03.068Z] REQ: GET /api/admin/orders
[2026-05-18T19:12:03.100Z] REQ: GET /api/admin/settings/appearance
[2026-05-18T19:12:11.158Z] REQ: GET /api/admin/withdrawals
[2026-05-18T19:12:16.230Z] REQ: GET /api/auth/session
[2026-05-18T19:12:16.309Z] REQ: GET /api/admin/orders
[2026-05-18T19:12:16.334Z] REQ: GET /api/admin/inventory
[2026-05-18T19:12:16.339Z] REQ: GET /api/admin/users
[2026-05-18T19:12:16.341Z] REQ: GET /api/admin/stats
[2026-05-18T19:12:16.344Z] REQ: GET /api/admin/approvals
[2026-05-18T19:12:16.350Z] REQ: GET /api/admin/vendors
[2026-05-18T19:12:18.303Z] REQ: GET /api/auth/session
[2026-05-18T19:12:18.380Z] REQ: GET /api/admin/orders
[2026-05-18T19:12:18.383Z] REQ: GET /api/admin/inventory
[2026-05-18T19:12:18.385Z] REQ: GET /api/admin/stats
[2026-05-18T19:12:18.386Z] REQ: GET /api/admin/approvals
[2026-05-18T19:12:18.394Z] REQ: GET /api/admin/users
[2026-05-18T19:12:18.401Z] REQ: GET /api/admin/vendors
[2026-05-18T19:12:27.935Z] REQ: GET /api/vendor/products
[2026-05-18T19:12:27.940Z] REQ: GET /api/auth/session
[2026-05-18T19:12:27.943Z] REQ: GET /api/vendor/stats
[2026-05-18T19:12:27.948Z] REQ: GET /api/vendor/orders
[2026-05-18T19:12:27.971Z] REQ: GET /api/site-config
[2026-05-18T19:12:27.972Z] REQ: GET /api/categories
[2026-05-18T19:12:27.975Z] REQ: GET /api/admin/settings/appearance
[2026-05-18T19:12:27.978Z] REQ: GET /api/delivery-zones
[2026-05-18T19:12:27.980Z] REQ: GET /api/vendor/withdrawals
[2026-05-18T19:16:58.787Z] REQ: GET /
[2026-05-18T19:23:40.330Z] === MORSALL SERVER v2 STARTING ===
[2026-05-18T19:23:40.332Z] Generating Prisma Client (binary engine)...
[2026-05-18T19:23:40.337Z] Error generating Prisma: Command failed: npx prisma generate
[2026-05-18T19:23:40.337Z] Starting one-time copy of static files...
[2026-05-18T19:23:40.410Z] Successfully copied static files!
[2026-05-18T19:23:40.410Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-18T19:23:40.424Z] Loaded .env.production
[2026-05-18T19:23:40.424Z] Using DATABASE_URL: mysql://u754458241_Kanan:****@127.0.0.1/u754458241_Kanan?connection_limit=10
[2026-05-18T19:23:40.425Z] DATABASE_URL set: true
[2026-05-18T19:23:40.425Z] NEXTAUTH_URL: https://morsall.com
[2026-05-18T19:23:40.425Z] PORT from env: 
[2026-05-18T19:23:40.425Z] UPLOAD_DIR: 
[2026-05-18T19:23:40.837Z] Server running on port 3000
[2026-05-18T19:23:40.838Z] Uploads served from: /home/u754458241/domains/morsall.com/nodejs/public/uploads
[2026-05-18T19:23:40.841Z] REQ: GET /admin/dashboard
[2026-05-18T19:23:42.237Z] === MORSALL SERVER v2 STARTING ===
[2026-05-18T19:23:42.238Z] Generating Prisma Client (binary engine)...
[2026-05-18T19:23:42.244Z] Error generating Prisma: Command failed: npx prisma generate
[2026-05-18T19:23:42.244Z] Starting one-time copy of static files...
[2026-05-18T19:23:42.310Z] Successfully copied static files!
[2026-05-18T19:23:42.311Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-18T19:23:42.325Z] Loaded .env.production
[2026-05-18T19:23:42.325Z] Using DATABASE_URL: mysql://u754458241_Kanan:****@127.0.0.1/u754458241_Kanan?connection_limit=10
[2026-05-18T19:23:42.325Z] DATABASE_URL set: true
[2026-05-18T19:23:42.325Z] NEXTAUTH_URL: https://morsall.com
[2026-05-18T19:23:42.325Z] PORT from env: 
[2026-05-18T19:23:42.325Z] UPLOAD_DIR: 
[2026-05-18T19:23:42.766Z] Server running on port 3000
[2026-05-18T19:23:42.766Z] Uploads served from: /home/u754458241/domains/morsall.com/nodejs/public/uploads
[2026-05-18T19:23:42.769Z] REQ: GET /api/auth/session
[2026-05-18T19:23:42.895Z] REQ: GET /api/admin/settings/appearance
[2026-05-18T19:23:43.313Z] REQ: GET /api/site-config
[2026-05-18T19:23:43.453Z] REQ: GET /api/admin/orders
[2026-05-18T19:23:43.459Z] REQ: GET /api/admin/inventory
[2026-05-18T19:23:43.463Z] REQ: GET /api/admin/stats
[2026-05-18T19:23:43.611Z] REQ: GET /api/admin/users
[2026-05-18T19:23:43.616Z] REQ: GET /api/admin/approvals
[2026-05-18T19:23:43.620Z] REQ: GET /api/admin/vendors
[2026-05-18T19:23:53.674Z] REQ: GET /api/admin/supply-requests
[2026-05-18T19:23:53.680Z] REQ: GET /api/admin/products
[2026-05-18T19:24:13.008Z] REQ: GET /api/categories
[2026-05-18T19:24:13.015Z] REQ: GET /api/delivery-zones
[2026-05-18T19:38:34.258Z] REQ: GET /api/vendor/products
[2026-05-18T19:38:34.260Z] REQ: GET /api/vendor/orders
[2026-05-18T19:38:34.264Z] REQ: GET /api/vendor/withdrawals
[2026-05-18T19:38:34.267Z] REQ: GET /api/vendor/stats
[2026-05-18T19:38:34.274Z] REQ: GET /api/auth/session
[2026-05-18T19:38:34.306Z] REQ: GET /api/delivery-zones
[2026-05-18T19:38:34.309Z] REQ: GET /api/admin/settings/appearance
[2026-05-18T19:38:34.314Z] REQ: GET /api/site-config
[2026-05-18T19:38:34.319Z] REQ: GET /api/categories
[2026-05-18T19:38:34.674Z] REQ: GET /
[2026-05-18T19:38:34.933Z] REQ: GET /api/admin/settings/appearance
[2026-05-18T19:38:34.935Z] REQ: GET /api/products
[2026-05-18T19:38:34.937Z] REQ: GET /api/categories
[2026-05-18T19:38:34.939Z] REQ: GET /api/products
[2026-05-18T19:38:34.946Z] REQ: GET /api/auth/session
[2026-05-18T19:38:34.949Z] REQ: GET /shop
[2026-05-18T19:38:35.011Z] REQ: GET /api/products
[2026-05-18T19:38:35.019Z] REQ: GET /api/products
[2026-05-18T19:38:35.077Z] REQ: GET /category/cat_fashion
[2026-05-18T19:38:35.081Z] REQ: GET /category/cat_beauty
[2026-05-18T19:38:35.083Z] REQ: GET /category/cat_electronics
[2026-05-18T19:38:35.085Z] REQ: GET /category/cat_sports
[2026-05-18T19:38:35.088Z] REQ: GET /category/cat_books
[2026-05-18T19:38:35.136Z] REQ: GET /api/delivery-zones
[2026-05-18T19:38:35.139Z] REQ: GET /api/admin/settings/appearance
[2026-05-18T19:38:35.142Z] REQ: GET /api/categories
[2026-05-18T19:38:35.146Z] REQ: GET /api/site-config
[2026-05-18T19:38:35.168Z] REQ: GET /category/cmp8cxz0v00013wd7uofn12yj
[2026-05-18T19:38:35.170Z] REQ: GET /category/cmp8cybse00033wd7sji9ak29
[2026-05-18T19:38:35.172Z] REQ: GET /category/cat_home
[2026-05-18T19:38:38.052Z] REQ: GET /api/auth/session
[2026-05-18T19:38:38.059Z] REQ: GET /api/site-config
[2026-05-18T19:38:38.062Z] REQ: GET /api/delivery-zones
[2026-05-18T19:38:38.066Z] REQ: GET /api/admin/settings/appearance
[2026-05-18T19:38:38.067Z] REQ: GET /api/categories
[2026-05-18T19:38:38.134Z] REQ: GET /api/admin/orders
[2026-05-18T19:38:38.137Z] REQ: GET /api/admin/stats
[2026-05-18T19:38:38.140Z] REQ: GET /api/admin/inventory
[2026-05-18T19:38:38.145Z] REQ: GET /api/admin/approvals
[2026-05-18T19:38:38.149Z] REQ: GET /api/admin/users
[2026-05-18T19:38:38.171Z] REQ: GET /api/admin/vendors
[2026-05-18T19:42:59.071Z] REQ: GET /contact-us
[2026-05-18T19:54:17.994Z] REQ: GET /
[2026-05-18T19:54:18.458Z] REQ: GET /api/admin/settings/appearance
[2026-05-18T19:54:18.483Z] REQ: GET /api/categories
[2026-05-18T19:54:18.485Z] REQ: GET /api/products
[2026-05-18T19:54:18.487Z] REQ: GET /api/products
[2026-05-18T19:54:18.490Z] REQ: GET /api/auth/session
[2026-05-18T19:54:18.500Z] REQ: GET /shop
[2026-05-18T19:54:18.567Z] REQ: GET /api/products
[2026-05-18T19:54:18.569Z] REQ: GET /api/products
[2026-05-18T19:54:18.583Z] REQ: GET /api/categories
[2026-05-18T19:54:18.588Z] REQ: GET /api/site-config
[2026-05-18T19:54:18.590Z] REQ: GET /api/admin/settings/appearance
[2026-05-18T19:54:18.593Z] REQ: GET /api/delivery-zones
[2026-05-18T19:54:18.684Z] REQ: GET /api/auth/session
[2026-05-18T19:54:18.816Z] REQ: GET /category/cat_fashion
[2026-05-18T19:54:18.827Z] REQ: GET /category/cat_electronics
[2026-05-18T19:54:18.830Z] REQ: GET /category/cat_beauty
[2026-05-18T19:54:18.832Z] REQ: GET /category/cat_sports
[2026-05-18T19:54:18.835Z] REQ: GET /category/cat_books
[2026-05-18T19:54:18.863Z] REQ: GET /api/admin/orders
[2026-05-18T19:54:18.866Z] REQ: GET /api/admin/inventory
[2026-05-18T19:54:18.868Z] REQ: GET /api/admin/stats
[2026-05-18T19:54:18.872Z] REQ: GET /api/admin/approvals
[2026-05-18T19:54:18.874Z] REQ: GET /api/admin/users
[2026-05-18T19:54:18.897Z] REQ: GET /api/admin/vendors
[2026-05-18T19:54:18.935Z] REQ: GET /category/cat_home
[2026-05-18T19:54:18.938Z] REQ: GET /category/cmp8cxz0v00013wd7uofn12yj
[2026-05-18T19:54:18.941Z] REQ: GET /category/cmp8cybse00033wd7sji9ak29
[2026-05-18T20:11:03.154Z] === MORSALL SERVER v2 STARTING ===
[2026-05-18T20:11:03.155Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-18T20:11:03.166Z] Loaded .env.production
[2026-05-18T20:11:03.166Z] DATABASE_URL set: true
[2026-05-18T20:11:03.166Z] NEXTAUTH_URL: https://morsall.com
[2026-05-18T20:11:03.166Z] UPLOAD_DIR: 
[2026-05-18T20:11:03.590Z] Server running on port 3000
[2026-05-18T20:11:03.590Z] Uploads served from: /home/u754458241/domains/morsall.com/nodejs/public/uploads
[2026-05-18T20:11:15.414Z] === MORSALL SERVER v2 STARTING ===
[2026-05-18T20:11:15.415Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-18T20:11:15.427Z] Loaded .env.production
[2026-05-18T20:11:15.427Z] DATABASE_URL set: true
[2026-05-18T20:11:15.427Z] NEXTAUTH_URL: https://morsall.com
[2026-05-18T20:11:15.427Z] UPLOAD_DIR: 
[2026-05-18T20:11:15.841Z] Server running on port 3000
[2026-05-18T20:11:15.841Z] Uploads served from: /home/u754458241/domains/morsall.com/nodejs/public/uploads
[2026-05-18T20:16:47.937Z] === MORSALL SERVER v2 STARTING ===
[2026-05-18T20:16:47.938Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-18T20:16:47.950Z] Loaded .env.production
[2026-05-18T20:16:47.950Z] DATABASE_URL set: true
[2026-05-18T20:16:47.950Z] NEXTAUTH_URL: https://morsall.com
[2026-05-18T20:16:47.950Z] UPLOAD_DIR: 
[2026-05-18T20:16:48.363Z] Server running on port 3000
[2026-05-18T20:16:48.363Z] Uploads served from: /home/u754458241/domains/morsall.com/nodejs/public/uploads
[2026-05-18T20:26:01.494Z] === MORSALL SERVER v2 STARTING ===
[2026-05-18T20:26:01.495Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-18T20:26:01.506Z] Loaded .env.production
[2026-05-18T20:26:01.506Z] DATABASE_URL set: true
[2026-05-18T20:26:01.506Z] NEXTAUTH_URL: https://morsall.com
[2026-05-18T20:26:01.506Z] UPLOAD_DIR: 
[2026-05-18T20:26:01.610Z] === MORSALL SERVER v2 STARTING ===
[2026-05-18T20:26:01.611Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-18T20:26:01.623Z] Loaded .env.production
[2026-05-18T20:26:01.623Z] DATABASE_URL set: true
[2026-05-18T20:26:01.623Z] NEXTAUTH_URL: https://morsall.com
[2026-05-18T20:26:01.623Z] UPLOAD_DIR: 
[2026-05-18T20:26:01.936Z] Server running on port 3000
[2026-05-18T20:26:01.936Z] Uploads served from: /home/u754458241/domains/morsall.com/nodejs/public/uploads
[2026-05-18T20:26:02.060Z] Server running on port 3000
[2026-05-18T20:26:02.060Z] Uploads served from: /home/u754458241/domains/morsall.com/nodejs/public/uploads
[2026-05-18T20:29:26.654Z] === MORSALL SERVER v2 STARTING ===
[2026-05-18T20:29:26.655Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-18T20:29:26.666Z] Loaded .env.production
[2026-05-18T20:29:26.666Z] DATABASE_URL set: true
[2026-05-18T20:29:26.666Z] NEXTAUTH_URL: https://morsall.com
[2026-05-18T20:29:26.666Z] UPLOAD_DIR: 
[2026-05-18T20:29:27.097Z] Server running on port 3000
[2026-05-18T20:29:27.097Z] Uploads served from: /home/u754458241/domains/morsall.com/nodejs/public/uploads
[2026-05-18T20:29:28.018Z] === MORSALL SERVER v2 STARTING ===
[2026-05-18T20:29:28.019Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-18T20:29:28.030Z] Loaded .env.production
[2026-05-18T20:29:28.031Z] DATABASE_URL set: true
[2026-05-18T20:29:28.031Z] NEXTAUTH_URL: https://morsall.com
[2026-05-18T20:29:28.031Z] UPLOAD_DIR: 
[2026-05-18T20:29:28.430Z] Server running on port 3000
[2026-05-18T20:29:28.431Z] Uploads served from: /home/u754458241/domains/morsall.com/nodejs/public/uploads
[2026-05-18T20:38:18.381Z] === MORSALL SERVER v2 STARTING ===
[2026-05-18T20:38:18.382Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-18T20:38:18.393Z] Loaded .env.production
[2026-05-18T20:38:18.393Z] DATABASE_URL set: true
[2026-05-18T20:38:18.393Z] NEXTAUTH_URL: https://morsall.com
[2026-05-18T20:38:18.393Z] UPLOAD_DIR: 
[2026-05-18T20:38:18.805Z] Server running on port 3000
[2026-05-18T20:38:18.805Z] Uploads served from: /home/u754458241/domains/morsall.com/nodejs/public/uploads
[2026-05-18T20:39:06.963Z] === MORSALL SERVER v2 STARTING ===
[2026-05-18T20:39:06.964Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-18T20:39:06.976Z] Loaded .env.production
[2026-05-18T20:39:06.976Z] DATABASE_URL set: true
[2026-05-18T20:39:06.976Z] NEXTAUTH_URL: https://morsall.com
[2026-05-18T20:39:06.976Z] UPLOAD_DIR: 
[2026-05-18T20:39:07.390Z] Server running on port 3000
[2026-05-18T20:39:07.391Z] Uploads served from: /home/u754458241/domains/morsall.com/nodejs/public/uploads
[2026-05-18T20:52:03.146Z] === MORSALL SERVER v2 STARTING ===
[2026-05-18T20:52:03.158Z] Loaded .env.production
[2026-05-18T20:52:03.158Z] DATABASE_URL set: true
[2026-05-18T20:52:03.158Z] NEXTAUTH_URL: https://morsall.com
[2026-05-18T20:52:03.158Z] UPLOAD_DIR: /home/u754458241/public_html/uploads
[2026-05-18T20:52:03.158Z] Created uploads dir: /home/u754458241/public_html/uploads
[2026-05-18T20:52:03.213Z] === MORSALL SERVER v2 STARTING ===
[2026-05-18T20:52:03.228Z] Loaded .env.production
[2026-05-18T20:52:03.228Z] DATABASE_URL set: true
[2026-05-18T20:52:03.228Z] NEXTAUTH_URL: https://morsall.com
[2026-05-18T20:52:03.228Z] UPLOAD_DIR: /home/u754458241/public_html/uploads
[2026-05-18T20:52:03.663Z] Server running on port 3000
[2026-05-18T20:52:03.663Z] Uploads served from: /home/u754458241/public_html/uploads
[2026-05-18T20:52:03.716Z] Server running on port 3000
[2026-05-18T20:52:03.716Z] Uploads served from: /home/u754458241/public_html/uploads
[2026-05-18T21:18:39.979Z] === MORSALL SERVER v2 STARTING ===
[2026-05-18T21:18:39.980Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-18T21:18:39.991Z] Loaded .env.production
[2026-05-18T21:18:39.991Z] DATABASE_URL set: true
[2026-05-18T21:18:39.991Z] NEXTAUTH_URL: https://morsall.com
[2026-05-18T21:18:39.991Z] UPLOAD_DIR: /home/u754458241/public_html/uploads
[2026-05-18T21:18:40.439Z] Server running on port 3000
[2026-05-18T21:18:40.439Z] Uploads served from: /home/u754458241/public_html/uploads
[2026-05-18T21:19:26.951Z] === MORSALL SERVER v2 STARTING ===
[2026-05-18T21:19:26.952Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-18T21:19:26.963Z] Loaded .env.production
[2026-05-18T21:19:26.964Z] DATABASE_URL set: true
[2026-05-18T21:19:26.964Z] NEXTAUTH_URL: https://morsall.com
[2026-05-18T21:19:26.964Z] UPLOAD_DIR: /home/u754458241/public_html/uploads
[2026-05-18T21:19:27.375Z] Server running on port 3000
[2026-05-18T21:19:27.375Z] Uploads served from: /home/u754458241/public_html/uploads
[2026-05-18T21:32:13.155Z] === MORSALL SERVER v2 STARTING ===
[2026-05-18T21:32:13.156Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-18T21:32:13.167Z] Loaded .env.production
[2026-05-18T21:32:13.167Z] DATABASE_URL set: true
[2026-05-18T21:32:13.167Z] NEXTAUTH_URL: https://morsall.com
[2026-05-18T21:32:13.167Z] UPLOAD_DIR: /home/u754458241/public_html/uploads
[2026-05-18T21:32:13.569Z] Server running on port 3000
[2026-05-18T21:32:13.569Z] Uploads served from: /home/u754458241/public_html/uploads
[2026-05-18T21:34:44.499Z] === MORSALL SERVER v2 STARTING ===
[2026-05-18T21:34:44.500Z] Found node_modules at: /home/u754458241/domains/morsall.com/nodejs/node_modules
[2026-05-18T21:34:44.511Z] Loaded .env.production
[2026-05-18T21:34:44.512Z] DATABASE_URL set: true
